ch1,label,trial,timestamp
570.5965362396091,0,0,1762281727.601535
565.7047470975667,0,0,1762281727.601535
633.7559666913003,0,0,1762281727.601535
663.59662843775,0,0,1762281727.601535
683.7958280984312,0,0,1762281727.601535
650.8323498889804,0,0,1762281727.601535
626.414543078281,0,0,1762281727.601535
698.0710262292996,0,0,1762281727.601535
810.2755046999082,0,0,1762281727.601535
644.8597296597436,0,0,1762281727.601535
621.2198220398277,0,0,1762281727.601535
645.7423460492864,0,0,1762281727.601535
700.5468399999663,0,0,1762281727.601535
878.8166511878371,0,0,1762281727.601535
820.6612068768591,0,0,1762281727.601535
603.1710648536682,0,0,1762281727.601535
549.9298490844667,0,0,1762281727.601535
801.4530807044357,0,0,1762281727.601535
1100.323445763439,0,0,1762281727.601535
662.4783983509988,0,0,1762281727.601535
332.1554746646434,0,0,1762281727.601535
402.0766442362219,0,0,1762281727.601535
575.0432772869244,0,0,1762281727.601535
655.0733964387327,0,0,1762281727.601535
738.6190215488896,0,0,1762281727.601535
844.7536423914135,0,0,1762281727.601535
751.6525728944689,0,0,1762281727.601535
668.4061397807673,0,0,1762281727.601535
1039.572510883212,0,0,1762281727.601535
671.0240697497502,0,0,1762281727.601535
656.3113033240661,0,0,1762281727.601535
711.0409992756322,0,0,1762281727.601535
721.5688176508993,0,0,1762281727.601535
668.4360589804128,0,0,1762281727.601535
483.98419316578656,0,0,1762281727.601535
755.377513250336,0,0,1762281727.601535
729.2131731603295,0,0,1762281727.601535
564.2798452144489,0,0,1762281727.601535
642.4138350887224,0,0,1762281727.601535
798.7453931365162,0,0,1762281727.601535
950.3310181405395,0,0,1762281727.601535
657.7212456073612,0,0,1762281727.601535
561.564677846618,0,0,1762281727.601535
594.4346585571766,0,0,1762281727.601535
812.2950506759807,0,0,1762281727.601535
694.3834848729894,0,0,1762281727.601535
901.7422379162163,0,0,1762281727.601535
603.6909109475091,0,0,1762281727.601535
782.5291869286448,0,0,1762281727.601535
663.7088254364207,0,0,1762281727.601535
683.4031386030838,0,0,1762281727.601535
809.8117571054026,0,0,1762281727.601535
720.6039234623313,0,0,1762281727.601535
718.6217764858156,0,0,1762281727.601535
661.0422767680138,0,0,1762281727.601535
818.4359664032236,0,0,1762281727.601535
797.6683019492775,0,0,1762281727.601535
765.2658087331802,0,0,1762281727.601535
790.0613454394042,0,0,1762281727.601535
700.3523652022704,0,0,1762281727.601535
777.6860164860263,0,0,1762281727.601535
986.4360123127699,0,0,1762281727.601535
854.92617027089,0,0,1762281727.601535
525.8336736699566,0,0,1762281727.601535
836.5445619886741,0,0,1762281727.601535
756.4284251378849,0,0,1762281727.601535
906.2413375629112,0,0,1762281727.601535
877.1075169080868,0,0,1762281727.601535
711.1382366744801,0,0,1762281727.601535
790.2371207373217,0,0,1762281727.601535
834.6334731113166,0,0,1762281727.601535
1053.757951415144,0,0,1762281727.601535
626.2499874802306,0,0,1762281727.601535
830.7851160569116,0,0,1762281727.601535
732.9717726157978,0,0,1762281727.601535
781.9869014350697,0,0,1762281727.601535
959.90142212715,0,0,1762281727.601535
946.7893328825012,0,0,1762281727.601535
829.9062395673245,0,0,1762281727.601535
878.4127419926226,0,0,1762281727.601535
642.503592687659,0,0,1762281727.601535
863.3072860715911,0,0,1762281727.601535
1206.1214756099507,0,0,1762281727.601535
1566.9002745854668,0,0,1762281727.601535
1560.433987562079,0,0,1762281727.601535
1694.4794817739166,0,0,1762281727.601535
1962.6340484968387,0,0,1762281727.601535
1693.6716633834876,0,0,1762281727.601535
1719.6677079754882,0,0,1762281727.601535
1675.1404591030441,0,0,1762281727.601535
2017.0084539526142,0,0,1762281727.601535
1868.3810898135416,0,0,1762281727.601535
1569.5892626536079,0,0,1762281727.601535
1817.6942257140763,0,0,1762281727.601535
1871.3169112787582,0,0,1762281727.601535
1708.717280905228,0,0,1762281727.601535
1784.3941565086134,0,0,1762281727.601535
1824.4858840336092,0,0,1762281727.601535
1751.0342489038594,0,0,1762281727.601535
1650.2177657983266,0,0,1762281727.601535
1693.847438681405,0,0,1762281727.601535
1737.772563660983,0,0,1762281727.601535
2005.059473594185,0,0,1762281727.601535
1762.871032263618,0,0,1762281727.601535
1683.6973502016626,0,0,1762281727.601535
1748.700551331509,0,0,1762281727.601535
1723.433787230868,0,0,1762281727.601535
1830.9372114571743,0,0,1762281727.601535
1882.9405203410424,0,0,1762281727.601535
1630.867523427587,0,0,1762281727.601535
1724.6342951166444,0,0,1762281727.601535
1751.183844902087,0,0,1762281727.601535
1965.596049261745,0,0,1762281727.601535
1809.8740949067287,0,0,1762281727.601535
1611.5023214570247,0,0,1762281727.601535
1653.011471065227,0,0,1762281727.601535
1736.04846978141,0,0,1762281727.601535
1926.906784220133,0,0,1762281727.601535
1720.1015363703482,0,0,1762281727.601535
1560.1983738648705,0,0,1762281727.601535
1774.4310630266555,0,0,1762281727.601535
1660.4950108765624,0,0,1762281727.601535
1914.9839831613936,0,0,1762281727.601535
1716.8814825084992,0,0,1762281727.601535
1633.0291856019758,0,0,1762281727.601535
1707.6476695179008,0,0,1762281727.601535
1769.1503242892213,0,0,1762281727.601535
1726.1639141985215,0,0,1762281727.601535
1890.32682275353,0,0,1762281727.601535
1664.0666153342463,0,0,1762281727.601535
1759.396665204782,0,0,1762281727.601535
1692.6095317960717,0,0,1762281727.601535
1713.3921558498405,0,0,1762281727.601535
1791.645822522696,0,0,1762281727.601535
1792.9996663066559,0,0,1762281727.601535
1724.7165729156695,0,0,1762281727.601535
1721.612455952447,0,0,1762281727.601535
1647.9027677257545,0,0,1762281727.601535
1750.7911554067396,0,0,1762281727.601535
1691.8914710045792,0,0,1762281727.601535
1740.62984722713,0,0,1762281727.601535
1797.0237986589782,0,0,1762281727.601535
1759.179751007352,0,0,1762281727.601535
1716.8777426085435,0,0,1762281727.601535
1738.509323952254,0,0,1762281727.601535
1860.115910911467,0,0,1762281727.601535
1604.5311479396187,0,0,1762281727.601535
1709.3007052983157,0,0,1762281727.601535
1756.745076136198,0,0,1762281727.601535
1806.698919844348,0,0,1762281727.601535
1984.3703470393084,0,0,1762281727.601535
1560.8715558568947,0,0,1762281727.601535
1665.1661459212191,0,0,1762281727.601535
1763.3833985575475,0,0,1762281727.601535
1878.7406126908027,0,0,1762281727.601535
1798.545937940944,0,0,1762281727.601535
