ch1,label,trial,timestamp
534.9197606123053,0,0,1762280997.0146618
473.7312574372627,0,0,1762280997.0146618
533.6668941271491,0,0,1762280997.0146618
631.70837146556,0,0,1762280997.0146618
571.45484327944,0,0,1762280997.0146618
340.8750514113344,0,0,1762280997.0146618
509.65673641161993,0,0,1762280997.0146618
590.6367901521735,0,0,1762280997.0146618
610.0767901218496,0,0,1762280997.0146618
499.9554359265603,0,0,1762280997.0146618
479.30370837124065,0,0,1762280997.0146618
529.302430878859,0,0,1762280997.0146618
606.7295796615072,0,0,1762280997.0146618
601.389002524782,0,0,1762280997.0146618
468.40937980031595,0,0,1762280997.0146618
620.6607069964521,0,0,1762280997.0146618
492.87206541048363,0,0,1762280997.0146618
639.3826461746357,0,0,1762280997.0146618
616.5318574453704,0,0,1762280997.0146618
558.4474712335505,0,0,1762280997.0146618
592.0878713349812,0,0,1762280997.0146618
534.2091796207242,0,0,1762280997.0146618
595.0797912995331,0,0,1762280997.0146618
580.4493026728742,0,0,1762280997.0146618
601.5423384229653,0,0,1762280997.0146618
632.5573287555017,0,0,1762280997.0146618
584.286440027412,0,0,1762280997.0146618
673.3072786726989,0,0,1762280997.0146618
652.5433541187085,0,0,1762280997.0146618
640.6130732600577,0,0,1762280997.0146618
557.1422461490147,0,0,1762280997.0146618
589.8177520618774,0,0,1762280997.0146618
632.8901798515581,0,0,1762280997.0146618
649.5663937539794,0,0,1762280997.0146618
596.6019305814989,0,0,1762280997.0146618
662.3830309021287,0,0,1762280997.0146618
641.5891871484928,0,0,1762280997.0146618
646.724069787655,0,0,1762280997.0146618
634.5880944314413,0,0,1762280997.0146618
714.5957741835155,0,0,1762280997.0146618
524.8856090311892,0,0,1762280997.0146618
582.8727578441612,0,0,1762280997.0146618
661.1825230163522,0,0,1762280997.0146618
698.0392370796762,0,0,1762280997.0146618
659.3798912377097,0,0,1762280997.0146618
663.0225537945516,0,0,1762280997.0146618
647.2401759815402,0,0,1762280997.0146618
631.3979597692378,0,0,1762280997.0146618
706.8392216754146,0,0,1762280997.0146618
697.7176056834869,0,0,1762280997.0146618
719.7717957221903,0,0,1762280997.0146618
596.6655088807456,0,0,1762280997.0146618
639.4350047740154,0,0,1762280997.0146618
698.6824998720549,0,0,1762280997.0146618
738.9612223948352,0,0,1762280997.0146618
654.4282636963762,0,0,1762280997.0146618
631.0464091734029,0,0,1762280997.0146618
652.9210840142332,0,0,1762280997.0146618
671.3101720963605,0,0,1762280997.0146618
668.5089870295487,0,0,1762280997.0146618
729.5179750067182,0,0,1762280997.0146618
721.9558972963132,0,0,1762280997.0146618
597.6790217687376,0,0,1762280997.0146618
695.8663552054204,0,0,1762280997.0146618
680.0690177925862,0,0,1762280997.0146618
642.7859551343136,0,0,1762280997.0146618
697.7961435825564,0,0,1762280997.0146618
681.7070939731784,0,0,1762280997.0146618
751.6058241450228,0,0,1762280997.0146618
663.1983290924691,0,0,1762280997.0146618
718.014042743016,0,0,1762280997.0146618
704.1577134071849,0,0,1762280997.0146618
689.4599065813236,0,0,1762280997.0146618
698.8283559703268,0,0,1762280997.0146618
741.9755817591213,0,0,1762280997.0146618
687.9789061988704,0,0,1762280997.0146618
683.2591524547897,0,0,1762280997.0146618
700.9264398454688,0,0,1762280997.0146618
747.4358356944285,0,0,1762280997.0146618
679.8483636952005,0,0,1762280997.0146618
764.3925420935266,0,0,1762280997.0146618
803.343600132037,0,0,1762280997.0146618
678.9395680059679,0,0,1762280997.0146618
625.3131425413303,0,0,1762280997.0146618
727.8013609270565,0,0,1762280997.0146618
749.0290330755524,0,0,1762280997.0146618
694.6808069194667,0,0,1762280997.0146618
668.0003606355749,0,0,1762280997.0146618
739.2978133908473,0,0,1762280997.0146618
780.9902180968784,0,0,1762280997.0146618
601.3852626248263,0,0,1762280997.0146618
715.4596910732798,0,0,1762280997.0146618
717.6437926474027,0,0,1762280997.0146618
712.1311801127158,0,0,1762280997.0146618
761.516559027601,0,0,1762280997.0146618
627.2354511185549,0,0,1762280997.0146618
697.0070246919058,0,0,1762280997.0146618
697.9270400810055,0,0,1762280997.0146618
635.8484407165088,0,0,1762280997.0146618
721.0770208067261,0,0,1762280997.0146618
751.579644845333,0,0,1762280997.0146618
637.3518804986961,0,0,1762280997.0146618
631.8991063633002,0,0,1762280997.0146618
