ch1,ch2,ch3,ch4,label
-10.858799521345645,38.50787989376113,28.668203110340983,40.499376620166004,0.0
55.969472786877304,8.26330895209685,1.4155521332286298,5.508872634731233,0.0
-99.90581746632233,-13.386971891392022,-16.016121560242027,-17.71964599005878,0.0
-57.3794150701724,39.78318577865139,27.19468252779916,36.856714063324034,0.0
90.33167357975617,25.074159252922982,13.375752191524953,24.328049211762846,0.0
-41.38760285964236,-20.911650602240115,-18.600392429623753,-21.37352824676782,0.0
-131.24617909500375,18.050627136137336,14.897891473490745,25.446279298514128,0.0
66.76282405899838,36.94834161223844,25.22001535119489,34.59781449008733,0.0
33.96764134755358,-8.349326651077718,-12.721269699279219,-12.749318948946893,0.0
-153.40134643251076,3.984863402787596,0.8134282403625548,4.293405149132013,0.0
28.959915306884795,37.1091573103331,30.71766828605905,39.3512273337692,0.0
44.7422931198962,7.5863870601169765,1.250996535178274,3.62022315710783,0.0
-144.88933413336053,-14.048934183549136,-16.061000359710306,-12.932574046775699,0.0
-67.76511724712327,36.38361671892926,27.467695224564523,36.2396305706352,0.0
82.12633307697251,21.409057296346873,13.723562887404114,20.58440935611725,0.0
-26.34198533790186,-23.301446673925966,-19.9542362135835,-18.336729482747614,0.0
-142.17042686557397,25.047979953233153,14.464063078630716,21.908333940431476,0.0
61.530704020988196,35.14944973355159,27.650950322393328,30.693358936347067,0.0
16.2853943570517,-10.608226224314421,-10.166918029543012,-13.063470545224845,0.0
-172.5795534052886,-0.009349749889224768,-2.1635321243666112,1.009772988036275,0.0
18.518114630598575,36.248980320524424,28.110958016943187,39.257729834876955,0.0
69.4966909266077,7.548988060560077,4.115759901236743,6.110996527597308,0.0
-131.09284319682047,-11.165471317712218,-13.252335492987186,-16.12270870897919,0.0
-92.89350504940376,34.43138894205913,26.31954593816772,35.218637882731855,0.0
81.49428998446092,24.116744864266366,15.369118867907673,22.87322812899947,0.0
-25.324732549954206,-22.504847983364016,-23.50714117148891,-21.410927246324718,0.0
-160.40243914956227,23.795113468077034,16.191896858159453,24.443986110389233,0.0
53.972366210538894,33.61983065167442,22.916236978489906,35.570188478566706,0.0
22.085979188326746,-13.06908039515838,-13.315913792233914,-5.587410533800721,0.0
-172.27662150887772,-2.0401154258288443,-2.9227318153716624,6.0586379282176495,0.0
5.8548133806325495,38.31714499602094,33.17852245690301,43.76430928148329,0.0
72.72422458836809,5.43220468563959,1.1724586361087859,5.550011534243822,0.0
-151.17610595887527,-18.76494802767411,-14.30698728049174,-15.524324716068804,0.0
-106.3309655901976,40.08237777510658,29.030973406042904,32.776483211666346,0.0
58.82675635302439,28.447549012955278,18.869665226433426,22.92184682842344,0.0
-31.20011538034305,-16.001161960419267,-22.67314348137006,-17.555090392008424,0.0
-157.85182737978175,23.682916469406337,14.393004979472607,22.809649829752743,0.0
35.022293135058135,32.247287367936224,25.268634050618857,38.868780239485204,0.0
52.12111573247239,-7.6275259596295655,-9.392758738715202,-7.726633308455348,0.0
-158.66712557012215,1.4267718330956995,-3.375259710010141,2.128003074787557,0.0
-17.54200074216351,36.88102341303602,29.52464020019397,45.61181985959411,0.0
63.42309339856729,6.490596373099834,-0.15894574811682105,4.00917275249958,0.0
-122.20684090210125,-18.020707936491817,-15.48131586657837,-13.639415138401091,0.0
-94.29970743274316,36.46589451795444,24.7338283569552,34.56789529044181,0.0
62.94812610419467,17.254028445575386,15.10358597105369,21.205232748761773,0.0
-54.62310880282894,-18.054367036093026,-23.638037669938058,-13.927387434989214,0.0
-164.44527100166306,20.242208510171622,16.188156958203763,26.13068099040538,0.0
69.96043852111325,28.686902610119432,21.14352439949289,34.73993068840355,0.0
26.30084643838927,-7.956637155730277,-10.832620221655816,-8.575590598396957,0.0
-130.29250460630283,0.4581377445720136,-1.613766830880195,6.163355126976967,0.0
17.777614439371973,39.457814482506365,27.53501342376694,37.83656785171479,0.0
57.62250856729224,9.800407833885401,4.388772598002106,9.23381299059838,0.0
-148.17296629445627,-16.76036165142432,-19.842039214912802,-14.705286625772715,0.0
-66.49729116214439,36.267679820302874,27.486394724342972,38.73040394112468,0.0
117.19537496147677,24.640330858062953,15.544894165825099,27.978191568516195,0.0
-43.912035329733044,-22.415090384427458,-20.39554440835491,-20.000984963029623,0.0
-136.3025238350965,25.642624046187848,14.886671773623675,26.444832586683333,0.0
55.41222769347951,33.10372445778921,25.418230048846453,36.57622156664729,0.0
39.98888027621433,-7.661185059230775,-11.584340112749487,-7.954767205752432,0.0
-150.10649457154796,-1.4342516330070794,-3.9736437029205263,1.0135128879919648,0.0
0.06544824922457337,41.23052706150338,31.5516659761779,40.91824541520327,0.0
83.18846466438845,9.759268934372813,0.9144055391661823,10.621315874159336,0.0
-87.23877631640062,-15.52993456600234,-15.46635626675561,-14.06202383339405,0.0
-74.26132347015664,33.98260094737634,28.76918040914461,34.384640192613006,0.0
