ch1,ch2,ch3,ch4,label,trial,timestamp
107.78952657291666,12.150934956036508,5.256429387722164,12.003208907786757,0,0,1761679172.52289
85.19305104063824,13.317783742211759,6.2587225758470595,12.638991900254041,0,0,1761679172.52289
56.94932657526806,13.063470545224845,3.8764063040725887,13.304694092366844,0,0,1761679172.52289
3.2406233116053045,11.29449786618352,9.310480939690024,14.68845707597211,0,0,1761679172.52289
103.00619452958927,13.074690245091915,13.645024988334626,13.637545188423246,0,0,1761679172.52289
152.9749978375621,10.557737574912608,8.764455546159297,13.04664099542424,0,0,1761679172.52289
102.83041923167184,15.430827217176557,9.179584441240877,14.651058076415211,0,0,1761679172.52289
106.73113488545641,11.511412063613534,6.24002307606861,11.999469007831067,0,0,1761679172.52289
-8.26330895209685,10.553997674956918,6.924424767959863,13.218676393385977,0,0,1761679172.52289
-15.174644070211798,9.465686787851155,8.394205450545996,10.847579821478575,0,0,1761679172.52289
113.38441690662876,9.536744887009263,7.769642157945782,8.540061548817903,0,0,1761679172.52289
259.8052400718443,10.972866469994187,11.569380512926728,12.130365506280214,0,0,1761679172.52289
76.64363974193111,16.339622906409204,7.9080184563063085,18.061846836004406,0,0,1761679172.52289
-112.68505561491475,13.145748344250023,6.101646777708083,14.370565579738468,0,0,1761679172.52289
18.37225853232667,11.025225069373846,11.135552118066698,10.193097329232842,0,0,1761679172.52289
62.31234311172739,14.810003824532032,9.194544041063637,16.031081160064787,0,0,1761679172.52289
125.13892246736214,15.67018081434071,8.289488251786679,11.801254310179502,0,0,1761679172.52289
171.74555571516976,9.955613682046533,2.055075025651604,12.130365506280214,0,0,1761679172.52289
-18.26006153365597,12.536144651472569,10.065940730739385,17.025894548278302,0,0,1761679172.52289
64.3805077872239,12.236952655017376,5.791235081385821,14.912851073313504,0,0,1761679172.52289
69.1600999305956,9.473166587762535,8.700877246912569,17.631758341100067,0,0,1761679172.52289
165.84399358509108,14.357475929893553,9.43389763822779,17.44476334331557,0,0,1761679172.52289
39.65602918015793,13.732912637293339,6.483116573188454,15.679530564229935,0,0,1761679172.52289
93.89579823752865,9.847156583331525,8.454043849837035,14.897891473490745,0,0,1761679172.52289
27.62103112274781,10.0790303805843,5.675298182759434,9.47129663778469,0,0,1761679172.52289
48.661708273459226,13.515998439863324,9.0599076426588,11.05327431904152,0,0,1761679172.52289
91.30778746819124,5.938961129635572,8.64851864753291,10.903678320813924,0,0,1761679172.52289
77.61601373041049,8.691527497023344,5.44716428546235,9.02998844301328,0,0,1761679172.52289
67.59682174911723,16.773451301269233,11.000915719661862,11.382385515142232,0,0,1761679172.52289
72.7204846884124,11.945240458473563,4.471050397027284,17.11191224725917,0,0,1761679172.52289
214.83668300462887,14.196660231798887,6.168964976910502,14.6921969759278,0,0,1761679172.52289
-103.8439321196638,12.46882645227015,10.024801831226796,7.885579056572169,0,0,1761679172.52289
37.838437801692635,11.051404369063675,4.317714498843998,11.760115410666913,0,0,1761679172.52289
109.96988824708387,9.293651389889419,6.281161975581199,15.548634065780789,0,0,1761679172.52289
242.32494767894968,11.743285860866308,12.28744130441919,10.24171602865681,0,0,1761679172.52289
-73.81253547547385,9.66390148550272,8.914051544386894,15.238222369458526,0,0,1761679172.52289
-18.218922634143382,11.773205060511827,10.626925724092871,11.352466315496713,0,0,1761679172.52289
55.71515958989039,12.640861850231886,8.042654854711145,12.769888398703188,0,0,1761679172.52289
116.28283937228844,10.194967279210687,3.3528203102760017,12.769888398703188,0,0,1761679172.52289
208.88650217512622,9.951873782090843,7.818260857369751,10.185617529321462,0,0,1761679172.52289
6.950604067649692,13.628195438534021,11.46466331416741,14.127472082618624,0,0,1761679172.52289
-8.308187751565129,10.501639075577259,5.1330126891843975,10.428711026441306,0,0,1761679172.52289
28.84023850830272,13.400061541236937,8.300707951653749,13.45055019063875,0,0,1761679172.52289
106.05795289343223,10.905548270791769,8.895352044608444,11.726456311065704,0,0,1761679172.52289
84.94247774360701,13.901208135299385,4.9721969910897315,13.11395919462666,0,0,1761679172.52289
119.39817603537813,10.333343577571213,5.061954590026289,11.229049616958946,0,0,1761679172.52289
178.72046913253143,14.06576373334974,5.103093489538878,11.08693341864273,0,0,1761679172.52289
-41.851350454147905,12.996152346022427,5.664078482892364,9.755529034417123,0,0,1761679172.52289
19.729842216242105,7.5882570100948215,4.153158900793642,14.037714483682066,0,0,1761679172.52289
